"FareType","originX","originY","destX","destY","MaxWait","MaxCost"
"default",10,16,24,22,159.13513588844512,80
"normal",20,20,27,24,25.41689797928094,45.956463216175074
"normal",20,0,27,27,19.111930329911893,72.74240636151461
"default",25,24,10,28,163.41560443689247,80
"default",13,40,42,11,415.51009832889736,210
"hurry",40,30,20,0,3.8746883222881108,50
"normal",30,15,28,24,33.47366200369965,53.439811497418304
"default",10,37,10,29,83.49387283045449,40
"default",20,3,17,40,380.4607294678909,190
"default",40,6,24,19,213.53912599389784,100
"default",20,22,25,36,162.97216425367537,70
"default",34,20,20,12,165.4074118943774,80
"default",34,21,30,44,246.00118855572674,120
"default",10,26,21,29,120.14422904686913,60
"default",25,22,8,42,265.88733984556114,130
"default",11,34,40,12,373.6473043307104,180
"default",21,40,44,15,346.20273384903663,170
"default",46,15,34,15,131.83312233681704,60
"default",46,4,40,35,321.1548341465114,160
"default",20,18,48,30,320.8556906919489,150
"normal",40,15,27,24,33.81767975677055,29.7017241272691
"budget",30,49,0,0,632.6875933867084,1149.086593777858
"budget",24,24,20,0,308.2030858433989,486.62100242385753
"normal",0,0,26,26,20.53613888670308,46.2211966210871
"default",28,28,42,12,229.07385909700008,110
"budget",24,15,0,0,321.9123810223881,566.0388679233962
"default",40,10,3,35,457.30206166210036,220
"default",27,32,20,3,304.4358663922671,150
"default",35,15,11,40,355.89064580335366,170
"normal",15,49,28,24,30.78836448474051,188.68976763233186
"default",38,15,15,20,247.38224966805313,120
"default",17,32,13,40,94.40326307300559,40
"default",40,20,20,19,215.48451607262155,100
"default",2,35,35,22,369.2314215342756,180
"default",23,14,18,10,92.95661089656438,30
"default",5,5,33,18,311.0386162827218,150
"default",14,34,18,24,126.35227046196344,50
"default",11,10,11,36,270.6228129542751,130
"default",47,2,20,19,325.2039899013605,160
"default",20,21,37,25,190.54715140016512,90
"default",30,28,4,4,371.80725044890664,180
"default",39,15,22,12,177.78436293166544,90
"default",27,27,22,27,50.30712470276805,20
"rich",10,10,15,45,37.43517476718824,4.165521559498938
"default",2,10,13,10,122.65575924284701,60
"default",20,6,40,0,218.88690682350327,100
"default",40,37,20,38,206.73929764207904,100
"default",27,19,6,10,240.08294328732794,110
"default",35,40,28,24,178.65335591267385,90
"default",44,15,10,23,349.7271302878383,170
"default",40,24,10,37,338.38443499761985,160
"default",3,46,1,48,47.92358630744135,10
"default",18,39,27,24,191.22137946858473,90
"default",29,31,15,41,191.34723600873124,90
"default",11,20,16,10,132.22151003821142,60
"default",20,12,47,30,330.84567102519,160
"default",27,38,40,8,331.53656294006305,160
"default",30,22,24,22,66.244054253639,30
"default",15,42,26,37,124.17234823571722,60
"default",20,16,43,15,234.61603607087784,120
"default",1,10,28,28,327.23257169364723,160
"default",43,15,33,40,281.1034550064808,130
"default",40,36,26,21,217.29252498112282,100
"default",2,47,21,31,253.41994342807465,120
"hurry",30,15,0,0,27.482701435906623,50
"normal",40,15,24,26,26.49137829113317,39.949374636212156
"default",20,28,22,37,105.62348369295134,50
"default",32,17,20,2,205.02819434623225,100
"default",19,31,22,27,57.44963752779179,20
"default",43,10,20,10,230.9263885329421,120
"default",37,15,27,40,275.66041966251817,130
"default",47,47,17,39,320.10511022799795,160
"default",24,20,44,44,323.75226253745996,160
"default",5,35,23,25,213.95804191444927,100
"normal",0,0,28,28,26.750497382636965,38.29215139188396
"default",5,10,30,20,277.7160840786595,130
"budget",0,35,20,0,422.0118657143831,806.2257748298549
"default",17,40,40,35,246.0077753600878,120
"default",31,40,30,30,114.31263483717814,50
"default",40,1,42,12,120.20471063849772,60
"default",24,26,40,6,270.85424406374693,130
"default",20,1,27,27,278.9991102767992,130
"default",33,19,34,15,44.362329474527655,20
"default",42,42,37,26,178.15798618011777,80
"default",10,39,20,29,144.659121485683,70
"default",17,32,41,13,313.6601309728761,150
"default",12,20,20,10,130.70209681630908,60
"default",22,26,40,7,271.32731796255496,130
"default",24,33,15,44,155.1129594459978,70
"default",10,30,14,20,114.07457779530623,50
"default",23,14,9,9,167.13714842398747,70
"default",46,5,49,0,62.37321153708983,30
"default",28,17,24,28,127.20922314494614,60
"default",29,39,38,15,294.47899387578207,130
"default",40,29,37,25,59.55346043181315,20
"default",45,45,34,20,280.3159916293253,140
"default",20,40,43,15,346.9744119344212,170
"default",21,19,29,24,101.36850468766207,50
"normal",49,30,30,25,40.47857175481245,96.752400407747
"default",10,29,10,27,22.024557779975495,10
"default",23,40,24,19,215.77419340397813,110
"default",17,39,23,14,280.48533192457336,130
"normal",15,40,30,26,30.945118038012208,70.97639597466461
"default",15,33,24,19,176.94100555109804,80
"default",30,44,20,38,136.91435781046326,60
"default",10,25,41,30,320.37013612152606,160
"default",21,29,24,30,46.952391034959,20
"default",24,40,2,2,443.12209020713385,220
"default",39,40,41,41,31.214914509202018,10
"default",10,11,5,5,93.44360114623191,40
"default",33,15,20,12,150.7684654310265,70
"default",40,33,23,36,175.0739130448987,90
"normal",20,10,26,24,10.165730321252475,81.2934648790258
"budget",0,0,0,0,51.1197045095764,0.0
"default",38,40,31,15,262.61467318845337,130
"default",23,25,40,28,192.05100491694773,90
"default",15,46,10,16,311.33891642889665,150
"default",7,10,10,27,198.6689971888504,90
"default",26,40,41,30,183.0009185352718,90
"default",30,42,43,43,139.60943876229717,70
"default",48,48,12,10,530.0790985713013,260
"normal",20,20,24,26,26.531550349236653,2.795491294157813
"default",41,14,8,42,464.9607313520676,220
"default",40,1,20,12,241.81497860662387,110
"default",22,12,24,23,115.56541401958053,60
"default",22,33,45,30,235.01361738286894,120
"default",1,48,44,7,598.896319414864,300
"default",40,35,24,25,202.9955896485083,90
"default",10,33,8,35,31.840275620092214,10
"default",30,27,10,25,204.12017110042254,100
"default",40,7,49,15,125.99183133720129,60
"default",24,31,20,26,81.60996186125429,30
"default",44,7,10,37,454.27453107869565,230
"rich",20,10,25,24,42.667352480845906,4.623551101271371
"normal",24,24,24,28,26.071586476139817,19.558786758822297
"default",30,48,24,21,284.71320576683615,140
"default",10,27,43,15,356.23641647206523,180
"default",46,4,40,15,139.84566385746075,60
"default",4,10,40,26,415.37358842575475,200
"default",23,24,5,35,217.3375164010892,110
"default",20,7,22,27,211.32524816895634,100
"default",40,14,39,40,270.4509683865511,130
"default",33,18,30,16,40.821901765193395,20
"default",22,22,10,32,166.29066921468535,80
"default",20,14,29,15,111.53203326117591,50
"normal",10,24,27,24,38.081275111793765,91.65230210760946
"normal",15,40,26,26,33.20405218668935,86.67730174401233
"default",10,18,21,31,190.6550781827205,90
"default",10,22,10,34,123.33629134123426,60
"default",21,40,40,25,264.0833058218086,120
"default",40,5,40,30,264.6329167073341,120
"default",30,17,24,33,185.23377280428934,90
"default",25,23,4,10,252.26717433347292,120
"default",26,26,40,27,171.73821038642075,70
"default",22,18,15,33,197.87721399887482,80
"default",48,1,3,10,464.1765980980128,230
"default",11,40,40,32,310.7456065191814,150
"normal",24,24,24,24,25.773823949068795,0.0
"rich",10,35,44,15,17.538552196677962,10.082973086359194
"rich",20,30,13,38,22.01377424015712,3.2371685619727035
"default",24,18,30,16,75.22182571454897,30
"default",12,34,44,30,334.3047434645028,160
"default",10,23,15,42,199.11143830061465,100
"budget",40,30,20,0,414.2111989003261,721.1102550927978
"default",27,40,24,34,69.99737339939192,30
"default",4,45,4,4,410.9512027100486,200
"rich",40,15,15,42,34.55280687723723,2.6535199047013114
"default",20,27,23,34,85.17837401619843,40
"hurry",30,15,0,0,43.28060167788034,50
"hurry",40,15,20,0,13.037409331715823,50
"normal",24,24,27,27,32.74387288721842,3.7165960712026203
"default",17,40,17,32,90.16070898242303,40
"default",32,15,27,24,111.22601130814164,50
"default",20,22,21,31,91.86629807626562,50
"default",12,20,26,15,157.4406202104401,70
"normal",24,24,27,24,7.648714267103717,15.985835129543055
"normal",20,10,26,24,34.567450311400364,79.88239223357276
"default",37,26,29,29,103.24447702969661,40
"default",30,18,40,13,131.05859536209198,60
"default",27,24,22,26,66.56619132225242,30
"default",42,12,27,32,264.01074572321227,120
"default",3,46,29,31,300.596836402949,150
"default",24,25,24,19,67.54322128569865,30
"default",10,28,29,39,232.5919235582367,110
"normal",24,35,25,25,31.568843159770474,20.264469377758807
"default",3,3,11,20,209.39436189757345,90
"default",7,42,31,16,365.23671901485795,180
"default",21,11,28,24,150.25859909252395,70
"default",16,24,44,30,306.3351284292114,140
"rich",10,35,25,25,23.25380971595982,9.868588403063715
"default",11,36,8,8,283.017471670084,140
"default",21,29,1,10,286.977523080866,140
"default",19,31,24,28,75.68857885024909,30
"default",29,24,42,11,186.78369607798172,90
"default",29,29,30,43,144.9916739142616,70
"default",40,4,14,10,288.4361064724742,130
"default",26,40,15,40,120.31073367237778,60
"normal",24,35,27,27,31.7783445595854,33.9402731604996
"normal",0,49,27,27,29.167173490496694,30.714802638027617
"default",24,28,40,33,171.69649379033777,80
"default",10,26,20,30,129.95266025554133,50
"default",4,35,44,44,427.97578367128096,200
"default",18,39,26,24,180.97389763467288,80
"default",10,22,33,18,238.5883289600849,120
"default",15,33,21,40,103.3787389594023,50
"default",32,40,6,43,271.6830685340879,130
"random",24,24,40,19,18.8739120142036,298.1312829211512
"default",17,32,30,23,167.8623922768325,80
"default",40,38,33,19,213.21413463967463,100
"normal",40,15,27,27,12.866656692386545,48.75737298805529
"default",22,40,46,30,261.5700206059689,130
"budget",20,20,20,0,271.57149564652724,400.0
"default",14,34,36,40,233.33103882035402,110
"default",20,26,20,8,196.09548624477998,90
"rich",20,30,41,13,15.93963740396087,6.086612978106862
"default",40,7,43,43,370.5608460566085,180
"normal",10,10,24,28,37.801998166624315,116.47153392243985
"default",43,30,20,22,248.9958703619792,120
"default",10,15,28,40,319.3225190090764,150
"default",17,39,39,40,233.94056038156964,110
"default",27,15,28,17,28.265001672086754,10
"budget",30,15,0,0,378.9881198569952,670.8203932499368
"budget",24,24,20,0,256.00424940724076,486.62100242385753
"default",24,30,40,17,212.59628750466064,100
"default",40,26,22,17,205.1006452364057,100
"default",28,32,31,40,91.73503365154443,40
"default",8,10,10,11,25.337921420924367,10
"default",39,40,33,15,262.03281481135616,130
"default",40,39,30,26,179.67842823076444,80
"default",40,9,27,38,321.49359857131867,160
"default",40,20,17,20,255.21569099827127,120
"opportune",20,24,25,25,0.8633967565709734,99.73745693080069
"default",15,20,20,7,145.50813421919634,70
"default",24,22,5,5,258.07139140399073,130
"default",20,40,18,40,47.81053059035052,10
"default",18,20,40,34,264.17599876710386,130
"default",34,40,20,40,144.2034998568673,70
"default",3,35,31,16,342.1488408987417,170
"default",6,43,25,36,222.99533702083926,100
"default",14,40,40,28,293.43631592886805,140
"random",20,30,31,15,34.80742967725041,484.0292258171879
"default",18,24,34,20,168.571887341825,80
"default",21,21,24,27,77.0304254226219,30
"default",30,16,40,6,153.1172269707134,70
"default",19,40,30,40,122.89434654413809,60
"rich",0,10,14,39,58.93633054877722,5.458722420326787
"default",20,8,30,16,135.218639792103,60
"default",28,17,35,40,241.52483544334504,120
"default",41,30,24,20,207.6376690952313,100
"rich",20,10,40,18,47.12585607069204,12.904267188483027
"opportune",20,24,25,24,59.53523376365451,73.14653468503286
"default",29,31,13,40,191.40045680713425,90
"default",48,30,22,40,294.7289752225499,140
"default",31,40,20,1,423.3577788540811,200
"default",41,41,16,39,253.25560589066268,130
"default",8,10,47,47,554.2652378881025,270
"default",38,27,15,20,242.33047726274305,120
"hurry",0,49,20,0,10.530830409079837,50
"budget",24,15,0,0,347.5260316176767,566.0388679233962
"hurry",30,40,0,0,22.65297598619767,50
"default",10,19,23,40,256.9794521103567,120
"default",9,10,28,28,278.24814776048095,130
"normal",0,49,25,25,25.774329918876518,61.505190449132726
"default",30,46,45,6,432.5568403689396,210
"hurry",10,10,0,0,29.139859519124162,50
"budget",15,40,0,0,455.4585452884446,854.4003745317531
"rich",40,0,40,13,29.905642739711645,17.627870390494277
"rich",0,10,37,15,24.409426257437342,7.360480051931283
"default",33,40,40,27,151.0372334270463,70
"default",40,14,35,22,119.91906937795517,50
"default",40,35,0,49,435.6553018432657,210
"default",7,10,49,30,476.64594739421113,230
"default",24,17,30,19,82.72543082145151,30
"default",3,10,17,32,268.826776722597,130
"default",2,35,10,40,102.78980157256586,50
"default",42,15,41,13,24.58916250481426,10
"default",15,43,1,35,175.15962885856263,80
"default",13,24,21,24,95.01498095951457,40
"default",24,26,30,26,84.66706750853687,30
"default",23,40,15,46,107.81130299149245,50
"default",42,42,20,9,401.7155533062053,200
"default",43,43,25,24,266.2928093903274,130
"default",24,23,34,15,138.95703697919913,60
"default",18,32,46,30,294.5884881032358,140
"default",27,24,2,2,357.94373446459366,170
"default",10,31,0,10,239.64314027871418,120
"default",37,25,10,34,302.1957958487046,140
"default",30,48,49,0,529.5556936619582,260
"default",10,12,30,28,274.5489877098209,130
"default",43,15,40,24,103.23430587855123,50
"default",30,45,27,20,255.70178843906834,130
"default",40,28,42,42,144.10379900905215,70
"default",40,6,9,10,328.1876123389942,160
"normal",0,10,25,25,32.33534047034568,171.39282783663754
"default",40,3,23,40,419.89179717692423,200
"default",15,10,27,38,312.97520112550956,150
"default",27,15,17,24,138.8482264049863,70
"normal",49,30,26,26,50.09206499398627,25.573090036896524
"default",32,17,21,37,235.84346450693639,110
"default",33,19,30,41,224.80636320924367,110
"random",10,10,22,27,16.059024845536136,449.67282655538446
"normal",20,30,23,25,44.74937773029335,10.374959805494061
"default",20,2,10,12,145.8886786370181,70
"rich",20,30,13,40,30.27465354638513,9.150663719573567
"default",5,5,24,25,285.47718199015037,140
"default",18,39,25,22,194.75103119085384,90
"default",34,20,16,24,206.8317456642383,90
"normal",10,35,21,29,28.984858783572466,35.076366660068814
"default",13,10,45,15,333.0374093291456,160
"default",23,34,20,16,188.69229005308566,90
"hurry",0,35,20,0,12.89697568509111,50
"default",24,40,10,22,234.5293693821224,110
"default",26,24,24,17,81.61383714850425,40
"normal",40,15,28,28,22.805035278984406,89.42212786271719
"normal",24,35,26,26,49.42539511810347,35.86010218366371
"default",22,27,24,28,23.404790973329693,10
"default",25,24,3,35,252.07876476540173,120
"default",30,17,47,2,236.67035612415236,110
"default",45,30,22,27,244.53349485729117,120
"default",20,40,33,19,253.9952011540191,120
"default",24,33,16,20,178.02448156481861,80
"normal",24,24,28,28,40.649935791790924,16.17352528120153
"default",24,19,30,19,79.6700268424606,30
"default",30,20,16,40,245.88203278121392,120
"default",38,40,4,35,357.1838215925118,170
"default",19,31,1,10,289.34308172285785,140
"default",16,40,10,23,194.2024154190821,90
"default",25,40,25,24,162.6633709120113,80
"default",29,39,20,15,258.89262355410204,130
"budget",49,49,20,0,620.3896462853849,1138.7712676389406
"default",48,48,13,10,532.0843536393724,260
"hurry",40,15,20,0,19.828410146182513,50
"default",7,35,8,8,286.3935278319266,140
"default",39,29,20,0,349.02840920797576,170
"default",13,34,10,25,100.53289890979394,50
"normal",24,35,27,27,27.369286990627042,17.32165165754499
"default",30,29,41,15,189.28642653147253,90
"default",30,28,45,30,158.9260206922886,80
"default",28,28,20,24,92.63147928205804,40
"default",15,47,22,13,355.8424977637356,170
"default",6,35,10,40,78.66763885623442,30
"default",18,40,11,34,100.17970118770208,50
"default",11,34,15,47,140.31900678824937,70
"default",24,21,20,3,195.5877189692531,90
"default",20,23,18,39,167.99001346617314,80
"default",26,33,43,10,292.6932922027223,140
"default",46,4,30,19,244.01826722413176,110
"default",24,29,35,23,141.2426121569079,60
"default",40,14,5,10,366.05165478985907,180
"default",45,6,6,6,394.17802784487253,200
"default",42,11,30,19,159.6699350469775,70
"default",12,24,46,5,391.3951811296079,190
"default",23,25,29,31,115.30357849667078,40
"default",40,22,42,30,87.52405306653272,40
"default",44,30,20,40,264.2558743208429,130
"hurry",24,24,20,0,18.793389043615747,50
"default",44,44,2,35,436.4721015529256,210
"default",10,14,40,2,336.3084891518087,160
"default",15,41,18,39,37.911520426016324,20
"default",40,16,35,23,88.84608581092027,40
"default",41,15,20,23,239.02063491872923,110
"default",4,45,26,26,296.6550670011975,150
"default",42,30,30,25,134.42394809029423,60
"default",11,36,44,30,339.28914553470855,170
"budget",30,40,0,0,549.9143478606239,1000.0
"default",24,26,36,15,186.4824180208865,80
"default",41,13,27,19,156.09973437302054,80
"default",24,28,24,35,73.71680409888434,40
"default",10,26,30,19,222.59973276608122,110
"opportune",20,20,24,27,2.7951163811712894,142.59524056451798
"budget",49,15,20,0,383.43396255318305,652.9931086925803
"default",48,15,7,10,418.92411260387996,210
"default",27,32,40,38,168.30849011581577,70
"default",44,15,19,20,275.21324612716353,130
"default",40,38,40,30,93.10474721405785,40
"default",22,18,10,36,224.026993614808,110
"default",26,15,13,38,265.2126825159412,130
"default",21,28,24,35,78.88281836078801,40
"default",13,20,49,49,463.44769420035163,230
"default",24,27,10,12,214.28545815282914,100
"normal",10,35,24,25,40.62978020076062,41.95438721720445
"default",40,24,42,15,93.26864447935579,50
"default",24,17,10,19,151.07910188541103,70
"default",9,41,32,40,235.9017948437475,120
"default",33,18,11,10,257.6989903168489,120
"normal",24,24,25,24,41.07062976679595,6.250032153450627
"default",33,15,17,40,299.1623255670926,150
"default",34,20,34,21,21.69731781623877,0
"default",10,39,25,34,168.4205662661178,80
"default",27,38,30,19,217.85451935217165,100
"default",17,40,10,17,260.83090453948023,120
"default",20,7,15,46,401.3186898699469,200
"default",16,20,16,40,203.43734499350367,100
"default",15,44,30,16,329.02955477452895,160
"default",21,19,29,15,110.07286303529034,40
"default",22,40,40,29,219.40637143875287,110
"default",40,20,15,41,334.73608916696014,160
"hurry",10,35,20,0,0.13711302611695916,50
"opportune",10,35,23,23,24.570500448433084,545.9801544094717
"default",32,40,22,22,211.8980851183259,100
"hurry",24,35,0,0,149.61324688785226,50
"default",16,39,1,10,336.832663804125,160
"normal",49,0,27,27,17.71047617690518,94.22755047238661
"default",23,24,46,46,320.93067745019914,160
"default",31,15,20,11,123.94697434899356,60
"hurry",24,24,20,0,39.551153140743054,50
"rich",10,10,10,37,55.038209731756766,11.381770509021896
"rich",20,10,15,46,44.461055111011824,6.167308242937635
"rich",24,35,15,40,52.676436093871466,4.391097002844204
"rich",20,20,25,25,25.48310824338726,2.9611171230386555
"default",20,27,18,40,148.98742005062076,70
"default",11,34,36,24,284.7788210195311,130
"normal",40,15,24,28,51.227461404366615,126.59283334612515
"default",22,12,40,17,188.0779303692719,90
"default",40,6,45,45,406.2761217010404,200
"FareType","originX","originY","destX","destY","MaxWait","MaxCost"
"default",20,1,11,40,407.39305429348184,200
"default",33,18,21,11,142.6126782314176,70
"default",11,24,24,35,193.4278616832276,90
"default",13,24,44,30,324.2925310247225,160
"default",13,34,42,15,355.627358702471,170
"default",40,21,15,42,329.7337566286867,160
"default",40,18,40,11,73.97265069720518,40
"rich",49,0,39,15,15.860707846893119,10.362459473669414
"hurry",24,15,0,0,68.48627853756683,50
"default",24,21,28,17,60.273470032619116,30
"budget",30,40,0,0,548.0708723552297,1000.0
"default",18,24,24,17,96.84127518381953,50
"default",7,35,40,8,429.4403040302587,210
"default",42,30,24,33,192.9625125914769,90
"default",13,10,32,17,218.87299640615151,100
"default",15,42,38,40,244.73931770380136,120
"default",30,23,21,24,119.03080765577323,50
"default",43,15,48,30,163.0607065567965,80
"default",16,40,41,15,371.34802485622777,180
"default",40,25,10,19,308.02677265494367,150
"default",19,40,24,32,97.81213312666311,50
"default",46,15,11,10,362.8098808171331,180
"default",40,9,28,40,335.306747056974,170
"default",5,44,30,47,258.6735298765463,130
"budget",30,15,0,0,393.39609364254295,670.8203932499368
"default",27,40,10,29,222.60278329591782,100
"normal",10,35,23,24,17.777963632657166,84.32674371325672
"default",48,1,30,29,357.5488442805281,170
"default",23,25,10,16,165.80862229620956,80
"hurry",20,30,0,0,2.07700655488619,50
"default",41,30,45,6,252.07411213915725,120
"default",4,4,3,46,428.0575183953261,210
"default",30,47,18,24,267.18365781790277,130
"default",9,41,36,40,295.2043604107063,140
"default",20,40,25,34,85.95298652448425,40
"default",28,28,10,12,251.78307646018243,120
"default",9,35,29,39,206.83600404590828,100
"default",30,22,40,37,196.18726161977438,90
"default",30,48,27,32,172.57991747908042,80
"default",35,40,9,10,420.69346865648004,200
"hurry",30,30,20,0,5.465961769888903,50
"default",30,45,48,15,356.43944020484616,170
"default",36,15,29,16,72.06257640280953,40
"normal",15,40,27,27,31.224074350659716,55.53470521364763
"rich",0,10,40,14,25.14033938181423,4.586044061157718
"default",21,24,9,9,197.64926297951214,100
"default",10,33,40,1,447.56650024558684,220
"default",8,42,29,15,353.9126616788483,170
"default",20,29,20,19,110.84459771570619,50
"default",40,33,28,18,199.01690036228925,100
"default",12,24,28,32,188.09937620679585,90
"default",23,24,10,29,143.0076305408832,70
"default",22,17,30,48,320.85693778354243,160
"default",40,20,12,37,334.01214383832485,160
"default",20,19,23,24,71.09249285012457,30
"default",30,19,30,46,282.07263155195056,140
"default",30,41,15,45,157.78791978171745,80
"default",46,46,24,16,382.0881050312866,190
"default",25,15,32,17,73.1529514860445,40
"default",5,10,24,18,213.43385471103895,100
"default",48,15,20,8,290.02631730698977,140
"default",44,44,43,15,311.8992010874846,150
"default",28,18,15,41,269.10309680580116,130
"default",42,11,33,19,125.50313218933995,60
"normal",40,15,24,27,42.30660365142839,34.289623623474725
"default",34,21,10,18,257.5696122176512,120
"default",14,24,34,40,262.99829778175234,130
"default",47,15,14,24,356.3515521374758,170
"budget",24,24,20,0,278.06079081997717,486.62100242385753
"default",38,28,43,15,143.26328259074157,70
"default",24,21,24,25,44.11547626480726,20
"opportune",10,35,27,24,13.817501007469703,732.5042131402163
"default",26,33,24,35,33.60177562095042,10
"default",40,31,27,15,222.14449625270703,100
"default",40,35,20,6,375.43343261521653,180
"default",21,19,48,15,297.38368558647136,140
"default",3,10,20,13,184.0806220646677,90
"default",29,15,4,45,393.5863148032734,200
"default",45,45,30,15,336.6586162119381,170
"normal",20,30,26,26,27.699556517957298,10.806385715398527
"default",30,16,30,23,92.18513205169262,40
"default",44,30,29,24,167.21159542505643,80
"default",14,20,30,22,174.50235001941337,80
"default",24,16,23,24,86.47956516362014,40
"budget",24,35,0,0,447.84134504266376,848.7638069569177
"default",40,16,24,31,224.3155646942089,110
"default",18,20,32,15,154.9469766737626,70
"default",23,23,30,26,86.08220496620223,40
"default",25,25,40,7,242.74255696537594,120
"default",10,17,10,40,243.05571947064257,120
"normal",15,40,27,27,22.791072480541686,75.95622266876961
"default",26,33,22,40,98.70640945524988,40
"default",15,46,24,25,258.75584513783195,110
"default",31,15,10,37,320.3330817011184,150
"default",21,11,44,44,403.4331686668278,200
"default",16,10,8,8,105.50803184313126,40
"random",20,30,41,15,14.676477224605264,111.67768142447301
"default",40,7,22,12,205.4955030791526,90
"default",22,22,41,30,210.63514616402333,100
"default",19,24,23,24,52.78523999213025,20
"default",17,24,34,20,176.21357539098037,90
"budget",40,30,20,0,396.4834444072657,721.1102550927978
"hurry",15,40,0,0,4.17846279876628,50
"default",2,35,21,29,206.01085038799562,100
"default",6,6,28,28,317.476604500945,160
"default",40,4,30,45,428.6686870258424,210
"default",39,40,10,32,307.09993838390517,150
"default",10,31,10,18,137.9658471001771,60
"default",9,9,10,29,230.39619477494116,100
"default",24,32,24,35,31.38236733550004,20
"default",10,11,22,17,137.66821686021527,70
"default",24,29,49,15,291.6739075691111,140
"default",26,40,22,22,188.81619624052306,90
"normal",10,10,26,26,40.476009727301275,13.39899907482939
"budget",24,15,0,0,318.30612906818106,566.0388679233962
"default",3,35,15,42,149.15599599763175,70
"default",10,25,10,33,83.42695004258925,40
"default",24,22,21,28,69.47016216190941,30
"budget",40,15,20,0,303.9580479849947,500.0
"default",40,5,20,10,213.16080627179497,100
"default",15,47,24,23,263.5126036478247,130
"default",30,27,35,40,144.41466489857092,70
"default",33,19,21,11,148.05057684463262,70
"default",30,17,25,15,62.267230043268114,30
"default",38,40,26,15,308.32010754044103,140
"default",47,47,29,39,202.27635914554622,100
"default",6,43,27,24,296.6785922186023,140
"default",30,46,40,15,331.3760216749972,160
"normal",0,49,23,25,2.815599472086248,125.18772964386153
"normal",20,20,27,27,31.911221562870608,28.469461348864023
"default",9,10,30,26,268.4855235973438,130
"default",8,10,22,33,279.2359105747704,130
"default",29,39,48,30,214.66176657021998,110
"default",40,38,13,38,279.44430134538686,140
"default",2,47,22,40,228.4618876616805,110
"default",20,5,32,15,173.23104313847043,80
"default",42,42,20,18,340.73447847733536,160
"default",13,24,41,14,301.0864732833231,150
"default",28,40,3,46,266.256323807997,130
"default",22,27,10,11,215.7817789408556,100
"default",21,37,11,20,205.32647441121952,100
"default",40,2,15,47,524.4883739194493,260
"default",3,46,40,24,443.83683432850904,220
"default",15,43,9,9,350.1873113522303,170
"default",41,15,19,38,321.4821556365044,160
"default",20,9,6,43,388.1474259879993,180
"default",15,48,15,44,52.969211218588555,20
"default",35,23,40,26,63.80817551672115,30
"default",40,6,24,28,282.449335376051,140
"default",23,24,30,18,111.17556206836505,50
"default",23,16,20,21,61.956557628451165,30
"default",27,32,45,6,338.4895331509293,160
"default",5,10,35,40,437.978021337934,210
"normal",0,35,27,27,39.99077064165006,56.22748533033519
"default",20,26,22,26,28.623667624737223,10
"rich",10,35,27,27,29.735015629377358,12.886977959065582
"default",10,27,22,18,155.38694401330042,80
"default",20,15,26,26,130.74711756724727,60
"default",14,10,16,33,242.95018382875634,120
"default",22,32,15,24,113.70144802180738,50
"default",24,28,25,25,41.33371402838698,20
"rich",20,20,18,39,50.59196351470084,10.428376948729863
"default",19,38,30,28,159.33127079889428,70
"default",17,20,37,15,213.15954528299557,100
"default",10,38,31,16,317.8395917330946,150
"default",34,21,19,20,157.16311433776235,80
"default",27,27,10,19,215.16628680792826,90
"default",40,26,29,40,179.5762023269566,90
"rich",10,35,18,39,52.48083083882862,6.558735498099335
"hurry",0,35,20,0,29.716823666801417,50
"default",27,40,45,6,399.23904545310006,190
"default",30,23,45,45,268.54722285824016,130
"default",20,11,22,22,117.52054677853349,60
"default",27,38,6,43,226.98085502623502,110
"default",40,33,29,39,130.24061562719058,60
"rich",10,35,43,15,51.090024541206574,2.731828126645902
"default",27,20,31,16,79.31778690587899,30
"default",15,20,28,15,150.28529891762588,70
"budget",24,24,20,0,275.87924195260155,486.62100242385753
"default",26,21,25,34,137.6357934026048,70
"default",25,24,49,0,342.868983272196,170
"default",40,16,30,29,169.50279991944123,80
"default",24,28,24,30,23.819922424566386,10
"default",10,15,3,3,158.15651847861542,70
"default",14,34,40,21,299.7326563358064,150
"default",19,10,24,18,96.2640941658909,50
"default",25,15,27,19,61.94179470458148,20
"default",15,44,10,14,324.985694209689,150
"rich",20,24,22,26,32.12937307688274,1.8296041273978791
"default",20,28,4,4,291.48334726808724,140
"default",30,22,20,13,140.27227849478095,70
"default",31,40,38,27,154.6675106324062,70
"default",20,18,16,40,224.2799790423003,110
"default",24,28,10,37,183.15417852958709,80
"default",15,41,46,30,333.11921996906614,160
"default",18,24,47,30,299.0593428651187,150
"normal",30,15,27,27,22.480709895643145,21.846557242688764
"default",30,45,20,13,338.12861813872456,170
"default",46,5,25,36,379.6607924426052,190
"default",16,33,6,6,302.1025697250148,140
"default",40,18,25,40,271.9009001053195,130
"default",21,28,7,7,259.3247158541116,130
"default",25,23,11,34,186.78863872107567,90
"default",26,33,25,23,106.23879560177558,50
"default",10,21,40,8,332.89115662611243,160
"default",30,16,9,35,293.9910428075258,140
"default",20,29,30,16,171.7222033212019,80
"default",16,40,46,46,313.31662595302436,150
"default",41,13,1,1,420.7171264773443,210
"default",42,12,46,46,346.89453783802514,170
"default",4,45,2,2,434.88370798245205,220
"default",14,20,5,35,185.34079676962278,90
"default",20,2,48,1,317.5247885213751,140
"default",20,22,20,2,204.46531368144403,100
"default",24,23,10,13,174.92647421067082,90
